Station ID,Station Name,Address,Total Docks,Docks in Service,Status,Latitude,Longitude,"Location,"
19,Loomis St & Taylor St (*),Loomis St & Taylor St (*),16,16,In Service,41.868968,-87.659141,"(41.868968, -87.659141)"
140,Dearborn Pkwy & Delaware Pl,Dearborn Pkwy & Delaware Pl,19,15,In Service,41.898969,-87.629912,"(41.898969, -87.629912)"
93,Sheffield Ave & Willow St,1740 N Sheffield Ave,15,13,In Service,41.913688,-87.652855,"(41.913688, -87.652855)"
180,Ritchie Ct & Banks St,Ritchie Ct & Banks St,15,14,In Service,41.906866,-87.626217,"(41.906866, -87.626217)"
252,Greenwood Ave & 47th St,Greenwood Ave & 47th St,15,14,In Service,41.809835,-87.599383,"(41.809835, -87.599383)"
448,Warren Park East,Warren Park East,15,15,In Service,42.00454962,-87.68066615,"(42.00454962194, -87.6806661451)"
277,Ashland Ave & Grand Ave,Off Street,15,15,In Service,41.891072,-87.666611,"(41.891072, -87.666611)"
327,Sheffield Ave & Webster Ave,Sheffield Ave & Webster Ave,19,18,In Service,41.92154,-87.653818,"(41.92154, -87.653818)"
376,Artesian Ave & Hubbard St,Artesian Ave & Hubbard St,35,35,In Service,41.88949182,-87.68821937,"(41.88949181977, -87.6882193648)"
45,Michigan Ave & Congress Pkwy,420 w. Michigan,15,15,In Service,41.876243,-87.624426,"(41.876243, -87.624426)"
487,California Ave & Byron St,California Ave & Byron St,19,19,In Service,41.95216219,-87.69805111,"(41.95216219326, -87.698051113)"
479,Drake Ave & Montrose Ave,Drake Ave & Montrose Ave,15,15,In Service,41.96115408,-87.71656907,"(41.96115407569, -87.7165690733)"
580,Exchange Ave & 79th St,Exchange Ave & 79th St,11,11,In Service,41.751731,-87.552812,"(41.751731, -87.552812)"
475,Washtenaw Ave & Lawrence Ave,Washtenaw Ave & Lawrence Ave,15,15,In Service,41.968987,-87.696027,"(41.968987, -87.696027)"
68,Clinton St & Tilden St,520 W Tilden St,23,21,In Service,41.875885,-87.640795,"(41.875885, -87.640795)"
305,Western Ave & Division St,Western Ave & Division St,23,22,In Service,41.902893,-87.687275,"(41.902893, -87.687275)"
290,Kedzie Ave & Palmer Ct,Kedzie Ave & Palmer Ct,15,15,In Service,41.921525,-87.707322,"(41.921525, -87.707322)"
465,Marine Dr & Ainslie St,Marine Dr & Ainslie St,23,23,In Service,41.9716,-87.650154,"(41.9716, -87.650154)"
484,Monticello Ave & Irving Park Rd,Monticello Ave & Irving Park Rd,15,14,In Service,41.95400484,-87.71912818,"(41.95400483876, -87.7191281797)"
163,Damen Ave & Clybourn Ave,Damen Ave & Clybourn Ave,15,14,In Service,41.931931,-87.677856,"(41.931931, -87.677856)"
211,St. Clair St & Erie St,St. Clair St & Erie St,19,19,In Service,41.894448,-87.622663,"(41.894448, -87.622663)"
157,Lake Shore Dr & Wellington Ave,Lake Shore Dr & Wellington Ave,15,13,In Service,41.936669,-87.636794,"(41.936669, -87.636794)"
98,LaSalle St & Washington St,LaSalle St & Washington St,15,13,In Service,41.882664,-87.63253,"(41.882664, -87.63253)"
144,Larrabee St & Webster Ave,Larrabee St & Webster Ave,19,19,In Service,41.921822,-87.64414,"(41.921822, -87.64414)"
72,Wabash Ave & 16th St,1590 S Wabash Ave,39,39,In Service,41.860384,-87.625813,"(41.860384, -87.625813)"
507,Humboldt Blvd & Armitage Ave,Humboldt Blvd & Armitage Ave,19,19,In Service,41.91751339,-87.70180896,"(41.91751339399, -87.7018089555)"
92,Carpenter St & Huron St,Carpenter St & Huron St,19,17,In Service,41.894556,-87.653449,"(41.894556, -87.653449)"
190,Southport Ave & Wrightwood Ave,Southport Ave & Wrightwood Ave,15,13,In Service,41.928773,-87.663913,"(41.928773, -87.663913)"
90,Millennium Park,33 S Michigan Ave,47,43,In Service,41.8810317,-87.62408432,"(41.8810317, -87.62408432)"
154,Southport Ave & Belmont Ave,Southport Ave & Belmont Ave,15,14,In Service,41.93949,-87.66378,"(41.93949, -87.66378)"
5,State St & Harrison St,620 S. State St.,23,23,In Service,41.874053,-87.627716,"(41.874053, -87.627716)"
596,Benson Ave & Church St,Benson Ave & Church St,15,15,In Service,42.048214,-87.683485,"(42.048214, -87.683485)"
378,California Ave & Lake St,California Ave & Lake St,11,10,In Service,41.88445396,-87.69629814,"(41.88445395657, -87.6962981368)"
153,Southport Ave & Wellington Ave,Southport Ave & Wellington Ave,19,18,In Service,41.935733,-87.663576,"(41.935733, -87.663576)"
302,Sheffield Ave & Wrightwood Ave,Sheffield Ave & Wrightwood Ave,31,31,In Service,41.928712,-87.653833,"(41.928712, -87.653833)"
255,Indiana Ave & Roosevelt Rd,Indiana Ave & Roosevelt Rd,39,38,In Service,41.867888,-87.623041,"(41.867888, -87.623041)"
463,Clark St & Berwyn Ave,Clark St & Berwyn Ave,19,17,In Service,41.97799665,-87.66804711,"(41.9779966544, -87.6680471047)"
52,Michigan Ave & Lake St,203 N Michigan Ave,35,32,In Service,41.886024,-87.624117,"(41.886024, -87.624117)"
159,Claremont Ave & Hirsch St,1451 N Claremont Ave,11,11,In Service,41.907781,-87.685854,"(41.907781, -87.685854)"
216,California Ave & Division St,California Ave & Division St,15,14,In Service,41.903029,-87.697474,"(41.903029, -87.697474)"
240,Sheridan Rd & Irving Park Rd,Sheridan Rd & Irving Park Rd,27,27,In Service,41.954245,-87.654406,"(41.954245, -87.654406)"
303,Broadway & Cornelia Ave,Broadway & Cornelia Ave,23,23,In Service,41.945529,-87.646439,"(41.945529, -87.646439)"
165,Clark St & Grace St,Clark St & Grace St,23,23,In Service,41.95078,-87.659172,"(41.95078, -87.659172)"
264,Stetson Ave & South Water St,Stetson Ave & South Water St,19,17,In Service,41.886835,-87.62232,"(41.886835, -87.62232)"
169,Canal St & Harrison St,Canal St & Harrison St,15,14,In Service,41.874255,-87.639573,"(41.874255, -87.639573)"
259,California Ave & Francis Pl,California Ave & Francis Pl,15,15,In Service,41.918121,-87.696972,"(41.918121, -87.696972)"
524,Austin Blvd & Chicago Ave,Austin Blvd & Chicago Ave,11,11,In Service,41.894887,-87.774704,"(41.894887, -87.774704)"
400,Cottage Grove Ave & 71st St,Cottage Grove Ave & 71st St,11,11,In Service,41.76571904,-87.60495971,"(41.76571903697, -87.604959713)"
489,Drake Ave & Addison St,Central Park Ave & Addison St,15,15,In Service,41.947326,-87.717582,"(41.947326, -87.717582)"
314,Ravenswood Ave & Berteau Ave,Ravenswood Ave & Berteau Ave,15,14,In Service,41.957921,-87.673567,"(41.957921, -87.673567)"
373,Kedzie Ave & Chicago Ave,Kedzie Ave & Chicago Ave,11,10,In Service,41.8954653,-87.70612788,"(41.89546530305, -87.7061278837)"
348,California Ave & 21st St,California Ave & 21st St,15,14,In Service,41.854016,-87.695445,"(41.854016, -87.695445)"
501,Richmond St & Diversey Ave,Richmond St & Diversey Ave,15,14,In Service,41.93190197,-87.70119513,"(41.93190196886, -87.7011951301)"
33,State St & Van Buren St,360 S State St,27,27,In Service,41.877181,-87.627844,"(41.877181, -87.627844)"
51,Clark St & Randolph St,120 W. Randolph St.,39,39,In Service,41.88457623,-87.63188991,"(41.884576228, -87.63188991)"
603,Chicago Ave & Sheridan Rd,Chicago Ave & Sheridan Rd,15,15,In Service,42.050491,-87.677821,"(42.050491, -87.677821)"
244,Ravenswood Ave & Irving Park Rd,Ravenswood Ave & Irving Park Rd,19,19,In Service,41.95469,-87.67393,"(41.95469, -87.67393)"
236,Sedgwick St & Schiller St,Sedgwick St & Schiller St,15,14,In Service,41.907626,-87.638566,"(41.907626, -87.638566)"
254,Pine Grove Ave & Irving Park Rd,Pine Grove Ave & Irving Park Rd,15,14,In Service,41.954383,-87.648043,"(41.954383, -87.648043)"
268,Lake Shore Dr & North Blvd,Lake Shore Dr & North Blvd,39,34,In Service,41.911722,-87.626804,"(41.911722, -87.626804)"
168,Michigan Ave & 14th St,Michigan Ave & 14th St,19,19,In Service,41.864059,-87.623727,"(41.864059, -87.623727)"
213,Leavitt St & North Ave,Leavitt St & North Ave,15,15,In Service,41.910153,-87.68229,"(41.910153, -87.68229)"
26,McClurg Ct & Illinois St,McClurg Ct & Illinois St,31,31,In Service,41.890359,-87.617532,"(41.890359, -87.617532)"
199,Wabash Ave & Grand Ave,Wabash Ave & Grand Ave,31,30,In Service,41.891466,-87.626761,"(41.891466, -87.626761)"
468,Budlong Woods Library,Budlong Woods Library,11,11,In Service,41.98366471,-87.69642256,"(41.98366470886, -87.6964225611)"
177,Theater on the Lake,Theater on the Lake,31,30,In Service,41.926277,-87.630834,"(41.926277, -87.630834)"
326,Clark St & Leland Ave,Clark St & Leland Ave,19,19,In Service,41.967096,-87.667429,"(41.967096, -87.667429)"
67,Sheffield Ave & Fullerton Ave,2410 N Sheffield Ave,27,27,In Service,41.92560188,-87.65370804,"(41.9256018819, -87.6537080423)"
604,Sheridan Rd & Noyes St (NU),Sheridan Rd & Noyes St (NU),15,14,In Service,42.058239,-87.677432,"(42.058239, -87.677432)"
34,Cannon Dr & Fullerton Ave,2432 N. Cannon Dr.,15,13,In Service,41.92675599,-87.63442879,"(41.9267559875, -87.6344287848)"
294,Broadway & Berwyn Ave,Broadway & Berwyn Ave,15,15,In Service,41.978353,-87.659753,"(41.978353, -87.659753)"
54,Ogden Ave & Chicago Ave,1040 W. Chicago Ave.,19,19,In Service,41.89636246,-87.65406127,"(41.896362458, -87.6540612729)"
80,Aberdeen St & Monroe St,Aberdeen St & Monroe St,19,16,In Service,41.880419,-87.655519,"(41.880419, -87.655519)"
322,Kimbark Ave & 53rd St,Kimbark Ave & 53rd St,19,19,In Service,41.799568,-87.594747,"(41.799568, -87.594747)"
123,California Ave & Milwaukee Ave,California Ave & Milwaukee Ave,15,15,In Service,41.922695,-87.697153,"(41.922695, -87.697153)"
313,Lakeview Ave & Fullerton Pkwy,Lakeview Ave & Fullerton Pkwy,19,18,In Service,41.925858,-87.638973,"(41.925858, -87.638973)"
196,Cityfront Plaza Dr & Pioneer Ct,Cityfront Plaza Dr & Pioneer Ct,23,22,In Service,41.890573,-87.622072,"(41.890573, -87.622072)"
249,Montrose Harbor,Montrose Harbor,31,31,In Service,41.963982,-87.638181,"(41.963982, -87.638181)"
287,Franklin St & Monroe St,Franklin St & Monroe St,27,27,In Service,41.880317,-87.635185,"(41.880317, -87.635185)"
161,Rush St & Superior St,Rush St & Superior St,23,23,In Service,41.89576475,-87.62590803,"(41.89576474564, -87.6259080327)"
195,Columbus Dr & Randolph St,Columbus Dr & Randolph St,55,51,In Service,41.884728,-87.619521,"(41.884728, -87.619521)"
298,Lincoln Ave & Belle Plaine Ave,Lincoln Ave & Belle Plaine Ave,15,13,In Service,41.955927,-87.679259,"(41.955927, -87.679259)"
304,Broadway & Waveland Ave,Broadway & Waveland Ave,15,15,In Service,41.949074,-87.648636,"(41.949074, -87.648636)"
220,Clark St & Drummond Pl,Clark St & Drummond Pl,23,22,In Service,41.931248,-87.644336,"(41.931248, -87.644336)"
24,Fairbanks Ct & Grand Ave,240 E.Grand Ave.,15,14,In Service,41.89186,-87.62062,"(41.89186, -87.62062)"
296,Broadway & Belmont Ave,Broadway & Belmont Ave,19,18,In Service,41.940106,-87.645451,"(41.940106, -87.645451)"
275,Ashland Ave & 13th St,Ashland Ave & 13th St,15,15,In Service,41.865234,-87.666507,"(41.865234, -87.666507)"
408,Union Ave & Root St,Union Ave & Root St,11,11,In Service,41.819102,-87.643278,"(41.819102, -87.643278)"
394,Clark St & 9th St (AMLI),Clark St & 9th St (AMLI),15,14,In Service,41.870816,-87.631246,"(41.870816, -87.631246)"
347,Ashland Ave & Grace St,Ashland Ave & Grace St,15,15,In Service,41.950687,-87.6687,"(41.950687, -87.6687)"
86,Eckhart Park,811 N Noble St,19,19,In Service,41.89637337,-87.66098386,"(41.89637337, -87.66098386)"
329,Lake Shore Dr & Diversey Pkwy,Lake Shore Dr & Diversey Pkwy,23,22,In Service,41.932588,-87.636427,"(41.932588, -87.636427)"
364,Larrabee St & Oak St,Larrabee St & Oak St,19,19,In Service,41.90021949,-87.64298547,"(41.90021949323, -87.6429854676)"
338,Calumet Ave & 18th St,Calumet Ave & 18th St,15,15,In Service,41.857611,-87.619407,"(41.857611, -87.619407)"
35,Streeter Dr & Grand Ave,Navy Pier,47,44,In Service,41.892278,-87.612043,"(41.892278, -87.612043)"
4,Burnham Harbor,Burnham Harbor,23,23,In Service,41.856268,-87.613348,"(41.856268, -87.613348)"
359,Larrabee St & Division St,Larrabee St & Division St,23,22,In Service,41.90348607,-87.64335349,"(41.90348607004, -87.6433534936)"
47,State St & Kinzie St,5 E Kinzie St,31,30,In Service,41.889187,-87.627754,"(41.889187, -87.627754)"
474,Christiana Ave & Lawrence Ave,Christiana Ave & Lawrence Ave,15,14,In Service,41.96835449,-87.71183067,"(41.96835449363, -87.7118306675)"
49,Dearborn St & Monroe St,80 S Dearborn St,39,37,In Service,41.88131982,-87.62952092,"(41.881319815, -87.6295209193)"
56,Desplaines St & Kinzie St,368 N. Desplaines St.,27,25,In Service,41.88871604,-87.64444785,"(41.888716036, -87.6444478533)"
